record_id,bagobo_text,english_text,tagalog_text,cebuano_text
SENT-0572,"Ándin, bánnal tô?","What do you say, is it true?","Ano ang masasabi mo, totoo ba?","Unsay ikasulti nimo, tinuod ba?"
SENT-0573,Ulit nu kanak ka bánnal migkan tô kudà nu katô ámmé asta batad din.,Tell me if it is true that your horse ate his rice and corn.,Sabihin mo sa akin kung totoo na kinain ng kabayo mo yung palay at mais niya.,Tug-ani ko kung tinuod ba nga gikaon sa imong kabayo ang iyang palay ug mais.
SENT-0574,"Na, madigár sállám, Datù.","Now good morning, Datu.","Ngayon magandang umaga, Datu.","Karon maayong buntag, Datu."
SENT-0575,"Migdunggù tô sábbad manubù diyan, si Gregorio Ambat.","A certain person arrived there, Gregorio Ambat.","May isang tao na dumating doon, si Gregorio Ambat.","Usa ka tawo ang niabot didto, si Gregorio Ambat."
SENT-0576,"Na, tô gulitán din kanak, tô kudà ku, milángngaan, na dakál é igkan katô pamula i Alfredo Lambac, mga batad, ámmé.","Now what he told me, my horse, it became untethered, and a lot of Alfredo Lambac’s crop, his corn, and his rice was eaten.","Ngayon sa sinabi niya sa akin, yung kabayo ko, nakawala sa pagkakatali, at marami sa pananim ni Alfredo Lambac, yung mais niya, at palay niya ang nakain.","Karon sa iyang gisulti nako, ang akong kabayo, nakabuhi, ug dako sa tanom ni Alfredo Lambac, ang iyang mais, ug ang iyang palay nakain."
SENT-0577,"Na, ni, diya pád maru dini, su dakál lumu ku.","Now, today, I had hoped I would not have come here, because I have much work.","Ngayon, ngayong araw, inasahan ko sana na hindi muna ako pupunta rito, dahil marami akong trabaho.","Karon, karong adlawa, nanghinaut ko nga dili ko moanhi, kay daghan ko og trabaho."
SENT-0578,"Pero ágtahud a áknikó, su sikuna é ágdatuán kannun ta áknita banuwa, igsaru diniya.","But I have respect for you, because you are the leader here in our place, and so I came here.","Pero may respeto ako sa iyo, dahil ikaw ang lider namin dito sa ating lugar, at kaya pumunta ako rito.","Apan duna koy pagtahod nimo, kay ikaw man ang lider dinhi sa ato, busa nianhi ko dinhi."
SENT-0579,"Na, maminágga ka ándin é madigár katapid diyan.",Now I will listen to what is a good arrangement of it.,Ngayon papakinggan ko kung ano ang mabuting pag-aayos nito.,Karon maminaw ko kung unsa ang maayong pag-areglo niini.
SENT-0580,"Su sak, bánnalbánnal na matug a ka ándin kapù tô nángngà kabatugan ku, tikud dutun ta pamula i Alfredo Lambac na misirà.","Because as for me, it is certain that I will pay what I can regarding Alfredo Lambac’s crop that was destroyed.","Dahil tungkol sa akin, tiyak na magbabayad ako ng kung ano ang kaya ko tungkol sa pananim ni Alfredo Lambac na nasira.","Kay para nako, segurado gyud nga mobayad ko sa akong makaya mahitungod sa tanom ni Alfredo Lambac nga naguba."
SENT-0581,"Takud ta migahà ku tô mga misirà katô pamula, mga batad asta mga ámmé, tô mga pamula tô, duwán lagà mga sábbad abuk ka agung, baliyan lima.","From the time I examined what had been destroyed of the crops, the corn and the rice, those crops, they have a value of about a single gong, worth five hundred pesos.","Mula noong ineksamin ko kung ano ang mga nasira sa mga pananim, ang mais at ang palay, ang mga pananim na iyon, may halaga ang mga iyon na mga isang agong, na nagkakahalaga ng limandaang piso.","Sugad sa pagsusi nako sa mga nangadaot sa mga tanom, ang mais ug palay, kana nga mga tanom, mukantidad nag presyo nga halos usa ka agong, tag limang gatos ka pesos."
SENT-0582,"Na, ándin tô?",Now what do you say about it?,Ngayon ano ang masasabi mo tungkol dito?,Karon unsay imong masulti ani?
SENT-0583,"Numunug ka katô bayadan nu sábbad abuk agung ágbaliyan lima tô mga pamula, tô midattan?","Will you agree to pay with a single gong valued at five hundred for the crops, those that were damaged?","Papayag ka bang magbayad ng isang agong na nagkakahalaga ng limandaan para sa pananim, doon sa mga nasira?","Musugot ba ka nga mubayad og usa ka agong nga nagkantidad og limang gatos alang sa mga tanom, kadtong mga nadaut?"
SENT-0584,"Na, atin numunug ka, na kakalyag ku, kasóddóran ku ka numunug ka katô baluran sábbad dakál agung, baluran lima.","Now if you will agree, then my desire is, I will know if you will agree to the value of one large gong, valued at five hundred.","Ngayon kung papayag ka, ang gusto ko, malaman ko kung papayag ka sa halaga ng isang malaking agong, na nagkakahalaga ng limandaan.","Karon kung mosugot ka, mao nay gusto nako, mahibal-an nako kung musugot ba ka sa kantidad nga usa ka dakong agong, nagkantidad og limang gatos."
SENT-0585,"Datù, yan tindággan ku.","Datu, I will settle for that.","Datu, papayag ako riyan.","Datu, mosugot na lang ko ana."
SENT-0586,"Tindággan ku, su tô kanak kudà, mikasirà man ka pamula.","I will settle for that, because my horse, it happened to destroy the crop.","Papayag ako dyan, dahil yung kabayo ko, nagkataong nakasira ng pananim.","Mosugot ko ana, kay ang akong kabayo, nagkataon nga nakadaut og tanom."
SENT-0587,"Na, ni gó uras ni, pakangén ta ki Gregorio Ambat tô baliyan lima agung dutut balé, dakál burunsi.","Now, at this very hour, let’s have Gregorio Ambat get the gong worth five at my house, the large brass one.","Ngayon, sa oras na ito, ipakuha natin kay Gregorio Ambat ang agong na nagkakahalaga ng limandaan sa bahay ko, yung malaking tanso.","Karon, niining taknaa, atong pakuhaon ni Gregorio Ambat ang agong nga mukantidad og lima didto sa balay, ang dako nga tumbaga."
SENT-0588,Dakál burunsi baliyan lima.,It is a large brass one worth five hundred.,Isa itong malaking tanso na nagkakahalaga ng limandaan.,Dako to nga tumbaga nga nagkantidad og limang gatos.
SENT-0589,"Na, sugù nu si Gregorio Ambat, kangén din tut balé tô dakál agung, su para ágkatindág kapù tô husay, kaligraan ta tô samuk.","Now send Gregorio Ambat, and he will get from my house that large gong, so that the case, for example, can be settled, and we can mediate the disturbance.","Ngayon ipadala si Gregorio Ambat, at kukunin niya sa bahay ko yung malaking agong, para ang kaso, halimbawa, ay maayos na, at magkasundo tayo sa gulo.","Karon pabuhaton si Gregorio Ambat, ug pakuhaon sa akong balay kana nga dako nga agong, para ang kaso, pananglitan, mahuman na, ug maareglo nato ang gubot."
SENT-0590,"Na, Alfredo Lambac, si Lumayon, na ágtanggapán din tô kantidad katô misirà pamula nu.","Now, Alfredo Lambac, as for Lumayon, he will accept the value of your destroyed crop.","Ngayon, Alfredo Lambac, tungkol kay Lumayon, tatanggapin niya ang halaga ng nasira mong pananim.","Karon, Alfredo Lambac, bahin ni Lumayon, dawaton niya ang presyo sa naguba mong tanom."
SENT-0591,"Bayadan din sábbad abuk ka dakál agung, ágbaluran ka lima.","He will pay a single large gong, valued at five.","Magbabayad siya ng isang malaking agong, na nagkakahalaga ng lima.","Mobayad siya og usa ka dako nga agong, nagkantidad og lima."
SENT-0592,"Na, atin malyag ka katô, na suguán ku si Gregorio Ambat na kangén tô agung na bayad katô misirà pamula nu.","Now if you desire that, then I will send Gregorio Ambat to get the gong that is payment for your destroyed crop.","Ngayon kung gusto mo iyon, ipapadala ko si Gregorio Ambat para kunin ang agong na pambayad sa nasira mong pananim.","Karon kon mao na imong gusto, ipadala nako si Gregorio Ambat para kuhaon ang agong nga bayad para sa imong nadaot nga tanom."
SENT-0593,"Na Datù, su tô man dán tô igulittulit i Lumayon Ogawan, na alangngalang kapù, dì ku tákkássan?","Now Datu, because naturally what Lumayon Ogawan has now proclaimed, then why, for example, should I not go along with it?","Ngayon Datu, dahil natural lang na sinabi na ito ni Lumayon Ogawan ngayon, eh bakit naman hindi pa, halimbawa, ako pumayag doon?","Karon Datu, tungod kay mao may gipahayag ni Lumayon Ogawan, nganong, pananglitan, dili ko musugot di ba?"
SENT-0594,"Na, tikud dun áknikó man aligra tô, na alangngalang dì ki tumákkás, su sikuna man gó tô ágdatuán dé kannun.","Now naturally regarding that mediation of yours, why should we not go along with it, for you are our leader here.","Ngayon natural na tungkol sa pag-aayos na ito na inyo, bakit hindi pa kami pumayag, dahil kayo ang aming lider dito.","Karon natural nga mahitungod anang imong pagpangareglo, nganong dili man mi mosugot di ba, kay ikaw man among lider diri."
SENT-0595,"Na, salamat katô migbággé i Lumayon kanak, su bayad katô pamula ku.","Now thank you for what Lumayon has given me, because it is payment for my crop.","Ngayon salamat sa ibinigay sa akin ni Lumayon, dahil bayad ito sa pananim ko.","Karon salamat sa gihatag ni Lumayon nako, kay bayad ni para sa akong tanom."
SENT-0596,"Na, ni gó ni, taddô nu pa áknikó tô agung, su lumónóddô dini.","Now then for the time being, let the gong remain here with you, because I will surely return here.","Ngayon muna pansamantala, manatili na muna ang agong dito sa inyo, dahil siguradong babalik ako rito.","Karon pansamantala lang, pabilin una diri nang agong uban ninyo, kay sigurado gyud nga mubalik ko dinhi."
SENT-0597,"Na, salamat kumpurmiyan nu.",Now thank you for agreeing to this.,Ngayon salamat sa pagpayag dito.,Karon salamat sa inyong pag-uyon ani.
SENT-0598,"Na, pakangén ku ki Gregorio Ambat tô agung ni álló ni.",Now I will have Gregorio Ambat get the gong today.,Ngayon ipapakuha ko kay Gregorio Ambat ang agong ngayon.,Karon pakuhaon nako si Gregorio Ambat sa agong karong adlawa.
SENT-0599,"Na, Datù, ni dán baluran ka lima agung, igpid kud nit saruwan nu.","Now then, Datu, this gong valued at five hundred pesos, I have now brought it here before you.","Ngayon, Datu, itong agong na nagkakahalaga ng limandaang piso, dinala ko na dito sa harap mo.","Karon kay nahuman na, Datu, kining agong nga nagkantidad og limang gatos ka pesos, gidala nako karon diri sa imong atubangan."
SENT-0600,"Bahalà kad kani, na patawar nud si Alfredo Lambac, su dini dán ta áknikó balé ni agung.","You are now responsible for this, and you must now summon Alfredo Lambac, because this gong is now here at your house.","Kayo na ang bahala rito, at kailangan ninyo nang ipatawag si Alfredo Lambac, dahil ang agong na ito ay nandito na sa bahay ninyo.","Ikaw na bahala ani, ug dapat nimong ipatawag si Alfredo Lambac, kay kining agong nia na dinhi sa imong balay."
SENT-0601,"Mister Alfredo Lambac, tô agung balur ák lima, kannun dát balé.","Mr. Alfredo Lambac, that gong valued at five hundred, it is now here at the house.","Ginoong Alfredo Lambac, ang agong na iyon na nagkakahalaga ng limandaan, nandito na sa bahay.","Mr. Alfredo Lambac, kanang agong nga nagkantidad og limang gatos, nia na karon diri sa balay."
SENT-0602,Na madigár ahà nu ka nángngà dutun ta ginawa nu tô agung.,And it would be good for you to examine whether the gong is enough to your liking.,At makabubuti siguro na eksaminin mo kung sapat na sa gusto mo ang agong.,Ug mas maayo gyud nga imong susihon kon sakto ba ni sa imong gipangita nga agong.
SENT-0603,"Na, ni agung, kapù, igbággé i Lumayon tingód katô miperde pamula ku, ágnunug ad kani, Datù.","Now as for this gong, for example, that Lumayon has given on behalf of my lost crop, I now agree to this, Datu.","Ngayon tungkol sa agong na ito, halimbawa, na ibinigay ni Lumayon para sa nawala kong pananim, sumasang-ayon na ako rito, Datu.","Karon bahin ining agong, pananglitan, nga gihatag ni Lumayon para sa nawala nakong tanom, nisugot nako ani, Datu."
SENT-0604,Subrasubra ni dán gó ni su ágbaliyan dán ka lima ni.,This for sure is already more than enough because it is already worth five hundred.,Kumbaga sigurado na ito ay sobra-sobra pa dahil nagkakahalaga na ito ng limandaan.,Klaro gyud nga sobra na gani ni kay nagkantidad nag limang gatos.
SENT-0605,"Na, su kannun dán, na pasalamatta ka aligra nu.","Now because it is here now, I will thank you for your mediation.","Ngayon dahil nandito na ito ngayon, nagpapasalamat ako sa inyong pamamagitan.","Karon kay ania na man, magpasalamat ko sa inyong pag-areglo."
SENT-0606,"Na ni gó álló ni, na palamanuwé si Lumayon, na abô ándà sókó din kanak tut tapuri álló.","And this very day, Lumayon and I will shake hands with each other, and then he will have no anger toward me in the future.","At mismong araw na ito, magkakamayan kami ni Lumayon sa isa't isa, at pagkatapos ay wala na siyang galit sa akin sa hinaharap.","Ug karon gyud nga adlaw, makiglamano mi ni Lumayon sa usag usa, para unya wala na siyay kalagot nako sa umaabot nga panahon."
SENT-0607,"Salamat na tanggapán yu tô aligra, su ánggad sikita mga nitibu, parihu mga mataladi kid.","I am thankful that you have accepted the mediation, because all of us indigenous people, we are already the same as brothers.","Nagpapasalamat ako na tinanggap ninyo ang pamamagitan, dahil tayong lahat na mga katutubo, para na tayong magkakapatid.","Nagpasalamat ko nga gidawat ninyo ang areglo, kay kitang tanang lumad, nagtinagdanay na daw managsuon."
SENT-0608,"Ka duwán marinták samuk ta, ukitán ta ka paligraé.","If we have some small disturbance, we resolve it by reciprocal mediation.","Kung mayroon tayong maliit na gulo, nireresolba natin ito sa pamamagitan ng pag-uusap ng magkabilang panig.","Kon aduna tay gamay nga gubot, ato kining sulbaron paagi sa pag-areglo sa duha ka kampo."
SENT-0609,"Ánnà ukitán dutun ta ágpamatayé, su ukitán dutun ta madigár.","It is not resolved by fighting each other, because it is resolved by something good.","Hindi ito nareresolba sa pamamagitan ng pag-aaway sa isa't isa, dahil nireresolba ito ng mabuting bagay.","Dili ni solusyonan sa pag-away sa usag usa, kay giresolba kini pinaagi sa butang nga maayo."
SENT-0610,"Na, igpasalamatta dutun ta igpamulak manubù na minaligraan tô kasu, na igtanggap yu tô aligra ku.","Now I am thankful to the one God who planted people that the case has been mediated, and that you have accepted my mediation.","Ngayon ay nagpapasalamat ako sa iisang Diyos na lumikha sa mga tao na ang kaso ay naayos na, at na tinanggap ninyo ang aking pamamagitan.","Karon nagpasalamat ko sa nag-inusarang Diyos nga nagbuhat sa katawhan nga naareglo na ang kaso, ug gidawat ninyo ang akong areglo."
SENT-0611,"Datù, gawas pa katô áknikó aligra, tikud dini ta pusung ku, pólié ki dutun ta madigár mga kóddóóddô ta.","Datu, aside from your mediation, I say this from my heart, we will restore to each other our good relationship.","Datu, bukod sa inyong pamamagitan, sinasabi ko ito mula sa aking puso, ibabalik natin sa isa't isa ang ating magandang samahan.","Datu, gawas sa inyong areglo, gikan sa akong kasingkasing sulti ko, ibalik nato ang atong maayong panag-uban."
SENT-0612,Mámmátta pa ák manuk.,I will catch a chicken.,Manghuhuli ako ng manok.,Mangdakop kog manok.
SENT-0613,Pabinayu a pa kammé.,I will have rice pounded.,Magpapabayo ako ng palay.,Magpabayo kog humay.
SENT-0614,Pasábbadé ki pa kuman kannun ta balé nu kanik dukilám.,We will all come together to eat here at your house later this evening.,Magsasalo-salo tayong lahat kumain dito sa bahay ninyo mamayang gabi.,Magtigom tang tanan para mangaon diri sa inyong balay unyang gabii.
SENT-0615,"Ó, salamat na kani pakitaé ki.","Oh, thank you that later we will see each other again.","Oh, salamat na mamaya ay magkikita tayong muli.","Oh, salamat nga unya magkita ta pag-usab."
